Result Number,Satellite,Date,Beam Mode,Polarization,Type,Image Info,Metadata,Download Link,Sequence ID,Footprint
951,RADARSAT-1,2001-11-24T06:38:48 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940126" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/11/RS1_X0498259_SCWA_20011124_064016_HH_SCW.tif,3940126,-74.769125 57.865447 -84.100094 58.820772 -85.300483 53.731522 -77.098700 52.814997 -74.769125 57.865447 
952,RADARSAT-1,2001-11-21T17:53:39 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940119" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/11/RS1_X0498189_SCWA_20011121_175214_HH_SCW.tif,3940119,-80.801719 52.735203 -72.641133 53.643875 -73.798203 58.604881 -83.046494 57.660353 -80.801719 52.735203 
953,RADARSAT-1,2001-11-17T18:10:20 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940120" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/11/RS1_X0498188_SCWA_20011117_180853_HH_SCW.tif,3940120,-84.818147 52.322553 -76.752394 53.227508 -77.933178 58.316242 -87.088797 57.376217 -84.818147 52.322553 
954,RADARSAT-1,2001-11-17T06:42:48 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940156" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/11/RS1_X0499092_SCWB_20011117_064359_HH_SCW.tif,3940156,-75.559639 58.447000 -83.810683 59.321669 -84.933311 55.180806 -77.530250 54.342678 -75.559639 58.447000 
955,RADARSAT-1,2001-07-27T19:06:25 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940121" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/7/RS1_X0498126_SCWA_20010727_190458_HH_SCW.tif,3940121,-83.904719 52.734158 -75.779583 53.636619 -76.964614 58.725006 -86.205306 57.786125 -83.904719 52.734158 
956,RADARSAT-1,2001-07-13T19:15:19 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940115" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/7/RS1_X0498123_SCWA_20010713_191353_HH_SCW.tif,3940115,-86.801044 54.535697 -78.296267 55.452078 -79.520186 60.507044 -89.268117 59.544453 -86.801044 54.535697 
957,RADARSAT-1,2001-07-13T19:14:03 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940112" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/7/RS1_X0498122_SCWA_20010713_191236_HH_SCW.tif,3940112,-84.974953 50.049947 -77.325111 50.943175 -78.462264 56.038031 -87.061956 55.119800 -84.974953 50.049947 
958,RADARSAT-1,2001-07-13T07:47:38 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940145" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/7/RS1_X0498328_SCWA_20010713_074902_HH_SCW.tif,3940145,-77.338578 56.859603 -86.439342 57.809022 -87.583536 52.874181 -79.519283 51.958264 -77.338578 56.859603 
959,RADARSAT-1,2001-07-13T07:46:22 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940151" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/7/RS1_X0498327_SCWA_20010713_074749_HH_SCW.tif,3940151,-74.939619 61.206736 -85.357853 62.215850 -86.645492 57.142969 -77.639628 56.193581 -74.939619 61.206736 
960,RADARSAT-1,2001-07-10T07:35:23 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940157" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/7/RS1_X0498326_SCWA_20010710_073644_HH_SCW.tif,3940157,-74.770206 55.658058 -83.574147 56.595842 -84.657508 51.831733 -76.787550 50.921489 -74.770206 55.658058 
961,RADARSAT-1,2001-07-10T07:34:09 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940153" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/7/RS1_X0498325_SCWA_20010710_073536_HH_SCW.tif,3940153,-72.530747 59.953367 -82.537608 60.943383 -83.790222 55.857347 -75.084175 54.918733 -72.530747 59.953367 
962,RADARSAT-1,2001-07-07T18:50:24 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940113" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/7/RS1_X0498119_SCWA_20010707_184857_HH_SCW.tif,3940113,-80.891539 55.429911 -72.189842 56.351672 -73.440328 61.421594 -83.464972 60.448208 -80.891539 55.429911 
963,RADARSAT-1,2001-07-07T18:49:08 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940114" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/7/RS1_X0498118_SCWA_20010707_184741_HH_SCW.tif,3940114,-79.020669 50.979717 -71.213981 51.875450 -72.366783 56.972125 -81.177706 56.047736 -79.020669 50.979717 
964,RADARSAT-1,2001-06-27T18:41:29 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940111" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/6/RS1_X0498117_SCWA_20010627_184002_HH_SCW.tif,3940111,-77.997869 53.667906 -69.685972 54.576439 -70.887589 59.638672 -80.375694 58.689036 -77.997869 53.667906 
965,RADARSAT-1,2001-06-23T18:58:16 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940109" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/6/RS1_X0498116_SCWB_20010623_185702_HH_SCW.tif,3940109,-82.510206 54.363575 -75.152319 55.193892 -76.329389 59.535531 -84.577797 58.667147 -82.510206 54.363575 
966,RADARSAT-1,2001-06-16T07:35:28 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940148" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/6/RS1_X0498324_SCWB_20010616_073643_HH_SCW.tif,3940148,-74.862711 55.463133 -82.506586 56.316725 -83.610706 51.951472 -76.709769 51.124944 -74.862711 55.463133 
967,RADARSAT-1,2001-06-16T07:34:20 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940149" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/6/RS1_X0498323_SCWB_20010616_073535_HH_SCW.tif,3940149,-72.881594 59.388822 -81.463942 60.287319 -82.671047 55.933275 -75.041058 55.078056 -72.881594 59.388822 
968,RADARSAT-1,2001-06-13T07:21:53 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940146" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/6/RS1_X0498321_SCWA_20010613_072320_HH_SCW.tif,3940146,-69.880525 58.938214 -79.621075 59.922300 -80.852003 54.830761 -72.334722 53.892875 -69.880525 58.938214 
969,RADARSAT-1,2001-06-06T07:27:25 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940147" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/6/RS1_X0498320_SCWA_20010606_072600_HH_SCW.tif,3940147,-70.796500 59.229611 -80.598172 60.213858 -81.800964 55.274428 -73.210992 54.336733 -70.796500 59.229611 
970,RADARSAT-1,2001-06-03T18:41:43 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940105" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/6/RS1_X0498114_SCWA_20010603_184027_HH_SCW.tif,3940105,-78.588869 54.922108 -69.963972 55.844581 -71.039092 60.292400 -80.767328 59.328847 -78.588869 54.922108 
971,RADARSAT-1,2001-06-02T07:43:52 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940144" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/6/RS1_X0498319_SCWA_20010602_074520_HH_SCW.tif,3940144,-76.968172 55.451778 -85.704772 56.386122 -86.862983 51.268819 -79.105481 50.362461 -76.968172 55.451778 
972,RADARSAT-1,2001-06-02T07:42:37 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940142" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/6/RS1_X0498318_SCWA_20010602_074404_HH_SCW.tif,3940142,-74.751094 59.803414 -84.656667 60.785233 -85.904908 55.707353 -77.278467 54.775483 -74.751094 59.803414 
973,RADARSAT-1,2001-05-30T07:31:23 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940143" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/5/RS1_X0498317_SCWA_20010530_073250_HH_SCW.tif,3940143,-73.912681 55.027856 -82.644814 55.972103 -83.793533 50.871058 -76.023572 49.953956 -73.912681 55.027856 
974,RADARSAT-1,2001-05-30T07:30:06 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940138" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/5/RS1_X0498316_SCWA_20010530_073133_HH_SCW.tif,3940138,-71.671278 59.474417 -81.572881 60.465867 -82.814631 55.391019 -74.176281 54.448892 -71.671278 59.474417 
975,RADARSAT-1,2001-05-23T07:35:31 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940140" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/5/RS1_X0498315_SCWA_20010523_073658_HH_SCW.tif,3940140,-74.873850 55.221269 -83.642478 56.166219 -84.794303 51.068347 -76.997578 50.151300 -74.873850 55.221269 
976,RADARSAT-1,2001-05-23T07:34:15 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940141" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/5/RS1_X0498314_SCWA_20010523_073541_HH_SCW.tif,3940141,-72.649750 59.602861 -82.582392 60.595189 -83.815811 55.572953 -75.144808 54.630311 -72.649750 59.602861 
977,RADARSAT-1,2001-05-09T19:11:09 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940107" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/5/RS1_X0498113_SCWA_20010509_190949_HH_SCW.tif,3940107,-85.813644 54.793864 -77.346442 55.701800 -78.473681 60.334608 -88.070247 59.384747 -85.813644 54.793864 
978,RADARSAT-1,2001-05-09T19:10:00 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940108" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/5/RS1_X0498112_SCWA_20010509_190833_HH_SCW.tif,3940108,-84.041083 50.346531 -76.364403 51.239169 -77.506392 56.317892 -86.143231 55.399072 -84.041083 50.346531 
979,RADARSAT-1,2001-04-29T07:36:58 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940139" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/4/RS1_X0498313_SCWA_20010429_073531_HH_SCW.tif,3940139,-74.912517 55.251417 -83.621536 56.188331 -84.772253 51.102669 -77.027472 50.193242 -74.912517 55.251417 
980,RADARSAT-1,2001-04-29T07:35:42 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940137" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/4/RS1_X0498312_SCWA_20010429_073415_HH_SCW.tif,3940137,-72.678503 59.658978 -82.589089 60.645292 -83.831714 55.575097 -75.192814 54.638347 -72.678503 59.658978 
981,RADARSAT-1,2001-04-26T18:50:09 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940106" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/4/RS1_X0498111_SCWA_20010426_184843_HH_SCW.tif,3940106,-80.530725 54.595794 -72.026133 55.513000 -73.249406 60.539494 -82.991644 59.575781 -80.530725 54.595794 
982,RADARSAT-1,2001-04-26T18:49:07 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940104" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/4/RS1_X0498110_SCWA_20010426_184740_HH_SCW.tif,3940104,-79.026497 50.965942 -71.232647 51.862850 -72.388356 56.948275 -81.181475 56.022414 -79.026497 50.965942 
983,RADARSAT-1,2001-04-02T18:50:03 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940101" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/4/RS1_X0498109_SCWB_20010402_184849_HH_SCW.tif,3940101,-80.639911 54.891311 -73.188656 55.725294 -74.387433 60.079644 -82.762292 59.205028 -80.639911 54.891311 
984,RADARSAT-1,2001-04-02T18:48:55 +0000,ScanSAR Wide B (W1 W2 S5 S6),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940102" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/4/RS1_X0498108_SCWB_20010402_184741_HH_SCW.tif,3940102,-78.994817 50.936328 -72.220964 51.746039 -73.314736 56.108658 -80.812508 55.273861 -78.994817 50.936328 
985,RADARSAT-1,2001-01-03T06:18:20 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3940127" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://radarsat-r1-l1-cog.s3.ca-central-1.amazonaws.com/2001/1/RS1_X0498258_SCWA_20010103_061947_HH_SCW.tif,3940127,-69.634217 57.353656 -78.947556 58.323103 -80.141033 53.246914 -71.932558 52.315542 -69.634217 57.353656 
986,RADARSAT-1,2000-12-30T18:02:25 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833485" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=9bf5f56c-a7d5-4142-aeb6-3e475083c126,3833485,-82.813208 52.539867 -74.720292 53.443283 -75.902492 58.525406 -85.096539 57.586256 -82.813208 52.539867 
987,RADARSAT-1,2000-12-27T06:22:05 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833496" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=ecacb1a0-7299-48a9-9fd3-859024b83992,3833496,-69.936189 58.973822 -79.608036 59.949042 -80.836869 54.878986 -72.376733 53.949347 -69.936189 58.973822 
988,RADARSAT-1,2000-12-20T06:26:23 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833492" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=af6f5f7d-37a7-4694-bf48-66c4e9903879,3833492,-71.132444 58.484322 -80.758828 59.467136 -81.980258 54.385819 -73.541850 53.447150 -71.132444 58.484322 
989,RADARSAT-1,2000-12-06T18:01:47 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833483" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=ae77720b-8b22-4a29-8d10-5ab752a0163f,3833483,-82.253619 51.014844 -74.400294 51.919492 -75.447572 56.538633 -84.203769 55.607892 -82.253619 51.014844 
990,RADARSAT-1,2000-12-03T06:22:21 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833490" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=92dd481d-81c6-4d5e-92d6-fbe9b4158354,3833490,-70.497447 57.862075 -79.858989 58.824442 -81.048975 53.805483 -72.806592 52.882378 -70.497447 57.862075 
991,RADARSAT-1,2000-11-26T17:54:01 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833480" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=9f61a0bf-40c8-4377-89fe-aa4f0710f70c,3833480,-80.784269 52.776175 -72.645522 53.680764 -73.805244 58.651133 -83.032928 57.710767 -80.784269 52.776175 
992,RADARSAT-1,2000-11-23T06:13:57 +0000,ScanSAR Wide A (W1 W2 W3 S7),HH,SCW,{"headers":["Product Type" "LUT_APPLIED" "Sampled Pixel Spacing (Panchromatic)" "Product Format" "Geodetic Terrain Height"] "imageID":"3833488" "relatedProducts":[{"values":["SCW" "Mixed" "50.0" "CEOS" "0.0"]}] "collectionID":"Radarsat1"},dummy value,https://data.eodms-sgdot.nrcan-rncan.gc.ca/api/dhus/v1/products/Radarsat1/product?uuid=85153a64-b402-494a-850e-4f26d4df16c5,3833488,-68.343064 57.980103 -77.751275 58.944547 -78.956392 53.861544 -70.689856 52.937272 -68.343064 57.980103 
